,en,de,original_de
0,The boy leaps of his bed with a karate kick., Der Junge springt mit seinem Bett aus einem Bett . ,Der Junge springt mit einem Karatetritt aus dem Bett.
0,A baby in a bouncy seat and a standing boy surrounded by toys., Ein Baby in einer aufblasbaren  steht und steht in einem Jungen umgeben von Spielzeug . ,"Ein Baby in einer Wippe und ein stehender Junge, die von Spielzeug umgeben sind."
0,These are people gathered around the table playing Jenga.," Diese Menschen sind um einen Tisch herum versammelt , der versucht ihn zu spielen . ",Diese Menschen sind um den Tisch versammelt und spielen Jenga.
0,I see a bearded man and elderly lady sharing a bowl of food.,"  Mann sehen sich mit Bart und einer älteren Frau , die Essen teilen . ","Ich sehe einen bärtigen Mann und eine ältere Dame, die sich eine Schüssel mit Essen teilen."
0,A young man is skateboarding on a cement block wall., Ein junger Mann fährt mit seinem Skateboard auf einer  . ,Ein junger Mann fährt mit dem Skateboard auf einer Betonsteinmauer.
0,People boating on a lake with the sun through the clouds in the distance., Ein fährt auf einem See und befindet sich die Sonne in der Sonne über die Ferne . ,"Menschen fahren mit dem Boot auf einem See, während in der Ferne die Sonne durch die Wolken bricht."
0,Two men wearing martial arts clothing are practicing martial arts., Zwei Männer in Kampfsport machen Kampfsport . ,Zwei Männer in Kampfsportbekleidung üben einen Kampfsport aus.
0,A boy band and no one even matches someone should have sent a memo.," Ein Junge ohne Hemd gibt jemandem , eine  zu  wird . ","Eine Boy Group, die überhaupt nicht zusammen passt, jemand hätte ein Memo schicken sollen."
0,A group of go-cart riders are racing around a go-cart track., Eine Gruppe von Radfahrern fährt einen  entlang . ,Eine Gruppe von Gokartfahrern braust um die Gokartbahn.
0,A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape., Eine Person in Winterkleidung posiert mit einem von einem von Schnee umgeben . ,Eine Person in Winterkleidung posiert mit einem Schneemann und ist dabei von einer schneebedeckten Landschaft umgeben.
0,A man is giving a presentation in front of a crowd., Ein Mann hält vor einer Menschenmenge eine Menschenmenge . ,Ein Mann hält eine Präsentation vor einer Menschenmenge.
0,A middle-aged man is taping up the knee of a younger football player who is sitting on a trainers table., Ein Mann mittleren Alters  mit einem jüngeren anderen jungen Mädchen sitzt auf einem  und spielt einen Spieler . ,"Ein Mann im mittleren Alter legt am Knie eines jüngeren Footballspielers, der auf einem Trainertisch sitzt, einen Tapeverband an."
0,A tattooed man wearing overalls on a stage holding a microphone.," Ein Mann mit Dreadlocks und Overall , der auf einer Bühne hält ein Mikrofon hält . ",Ein tätowierter Mann in einer Latzhose hält ein Mikrofon auf einer Bühne.
0,A little girl plays with an miniature electric circuit consisting of three light bulbs and a battery., Ein kleines Mädchen spielt mit einem   drei  in einer  . ,"Ein kleines Mädchen spielt mit einem Miniatur-Stromkreis, der aus drei Glühlampen und einer Batterie besteht."
0,Man wearing blue helmet merges into traffic on a bicycle., Ein Mann mit blauem Helm fährt auf den Verkehr . ,Mann mit blauem Helm fädelt sich auf einem Fahrrad in den Verkehr ein.
0,A bunch of young adults stare in concentration at their computer monitors as they competitively game., Eine Gruppe junger Erwachsene starrt  an und  in die  aus . ,"Mehrere junge Erwachsene starren konzentriert auf ihre Computermonitore, während sie gegeneinander spielen."
0,A young boy in green practices juggling in a parking lot., Ein kleiner Junge in grünen Kleidung jongliert mit einem Parkplatz . ,Ein kleiner Junge in Grün übt das Jonglieren auf einem Parkplatz.
0,A little girl in a dotted dress looks back towards a woman in a black dress., Ein kleines Mädchen in einem Kleid blickt auf ein Kleid zur Frau in einem schwarzen Kleid zu . ,Ein kleines Mädchen in einem gepunkteten Kleid blickt nach hinten zu einer Frau in einem schwarzen Kleid.
0,A man adjusts the engine of a boat near the water., Ein Mann stellt den Motor eines  in der Nähe eines Gewässers ein . ,Ein Mann stellt in der Nähe des Wassers den Motor eines Boots ein.
0,There is a tennis match being played at night in this stadium., Eine  in einem Stadion sich in einem Stadion . ,Da wird abends ein Tennismatch in diesem Stadion ausgetragen.
0,A child snowboarder coming to a stop, Ein Kind kommt an einer Stange zu halten . ,Ein Kind kommt mit dem Snowboard zum Stehen
0,A soccer game is played as two men attempt to reach the ball before their respected opponent.," Ein Fußballspiel zwischen zwei Männer versuchen , den Ball zum  des Balls zu fangen . ","Während eines Fußballspiels versuchen zwei Männer, den Ball vor ihrem jeweiligen Gegner zu erreichen."
0,"Young women and children in a village, with a single woman focused on the camera.", Junge Frauen und ein Dorf in einer Dorf sind eine Frau und eine Frau  in die Kamera . ,"Junge Frauen und Kinder in einem Dorf, wobei eine einzelne Frau in die Kamera blickt."
0,"Toddler in a green shirt is brushing his teeth with a yellow toothbrush, while being supervised by mom."," Ein Kleinkind in einem grünen Hemd putzt sich die Zähne mit einer gelben Zahnbürste , während er von einer Mutter fotografiert wird . ",Kleines Kind in einem grünem Shirt putzt sich unter Mamas Aufsicht mit einer gelben Zahnbürste die Zähne.
0,A man in a wheelchair and wearing a red jogging suit is carrying a torch., Ein Mann in einem Rollstuhl trägt einen roten Anzug und trägt eine  . ,Ein Mann in einem Rollstuhl und einem roten Jogginganzug trägt eine Fackel.
0,A son and his parents are taking a group picture in a church., Ein Sohn und seine Eltern machen in einer Kirche ein Foto . ,Ein Sohn und seine Eltern nehmen ein Gruppenfoto in einer Kirche auf.
0,Three men competing in a hurdle race., Drei Männer treten bei einem Rennen gegeneinander an . ,Drei Männer treten bei einem Hürdenlauf gegeneinander an.
0,Two men are observing another as he puts the finishing touches on wet cement.," Zwei Männer schauen zu , wie ein anderer die Hand berührt , berührt es auf dem nassen Beton . ","Zwei Männer beobachten einen anderen, während dieser am nassen Zement letzte Hand anlegt."
0,A soldier is looking at binoculars into the mountainous landscape., Ein Soldat blickt durch ein Fernglas in die Landschaft . ,Ein Soldat blickt durch ein Fernglas in die Berglandschaft.
0,A group of young boys race on a snowy day., Eine Gruppe Jungen an einem verschneiten Tag . ,Eine Gruppe von kleinen Jungen macht einen Wettlauf an einem verschneiten Tag.
0,A man jumps rope while a crowd of people watch him., Ein Mann springt während eine Menschenmenge zuschaut . ,"Ein Mann sieht aus, als ob er Seilspringen übt, während ihm eine Menschenmenge dabei zusieht."
0,A young boy and girl are laughing together as the girl holds up a hand sign.," Ein Junge und ein Mädchen lachen zusammen , während ein Mädchen die Hand hält und ein Schild hoch . ","Ein kleiner Junge und ein Mädchen lachen miteinander, während das Mädchen ein Handzeichen macht."
0,Two men on opposing teams race toward a soccer ball., Zwei Männer in gegnerischen Teams schauen auf einen Fußball zu . ,Zwei Männer aus gegnerischen Teams rennen in Richtung eines Fußballs.
0,A biker wearing a yellow shirt pulls of an incredible trick in the air., Ein Radfahrer in einem gelben Hemd zieht ein Kunststück in der Luft . ,Ein Fahrradfahrer in einem gelben Shirt vollführt ein unglaubliches Kunststück in der Luft.
0,"Two female kickboxers, one with a purple sports bra, battle it out in an arena."," Zwei weibliche  , einer mit einem lilafarbenen  kämpfen um einer Arena mit einer Arena . ","Zwei Kickboxerinnen, von denen eine einen lilafarbenen Sport-BH trägt, kämpfen in einer Arena."
0,Two men on fast motorcycle speeding around a corner on a racetrack., Zwei Männer mit schnell  schnell an einer Straßenecke herum . ,Zwei Männer auf schnellen Motorrädern sausen auf einer Rennstrecke um eine Kurve.
0,Two men guard the man with the basketball during a game at dusk., Zwei Männer des Mannes bei Sonnenuntergang in der Mitte eines Spiels . ,Zwei Männer decken den Mann mit dem Basketball während eines Spiels in der Dämmerung.
0,"A man wearing riding boots and a helmet is riding a white horse, and the horse is jumping a hurdle."," Ein Mann mit Stiefeln , reitet einen Helm auf einem weißen Pferd und reitet ein Pferd und springt über eine Hürde . ",Ein Mann mit Reitstiefeln und einem Helm reitet auf einem weißen Pferd und das Pferd springt über ein Hindernis.
0,A group of men in costume play music., Eine Gruppe von Männern in einem Kostüm spielt Musik . ,Eine Gruppe von Männern in Kostümen spielt Musik.
0,Man and women look through milk crates full of records or pictures on sale.," Mann und Frauen schauen  aus  voller Bilder auf  , die Bilder zu  sind . ","Ein Mann und mehrere Frauen sehen Milchkästen voll mit Schallplatten oder Bildern durch, die zum Verkauf stehen."
0,A racing catamaran is lifted onto one hull in the water., Ein   wird von einer  Wasser  . ,Ein Rennkatamaran wird im Wasser auf einen Rumpf gehoben.
0,A group of marines walking down the road with american flags and other military flags.," Eine Gruppe von  geht mit Flaggen und Flaggen in der Straße entlang , die Fahnen entlang gehen . ",Eine Gruppe von Marinesoldaten geht mit amerikanischen Flaggen und anderen Militärflaggen die Straße entlang.
0,A man holding a drinking glass at the camera., Ein Mann hält ein Glas in der Kamera und trinkt die Kamera . ,Ein Mann hält der Kamera ein Trinkglas entgegen.
0,"One man on stage, playing a guitar with lights in the background.", Ein Mann auf der Bühne spielt Gitarre mit einer Gitarre im Hintergrund . ,Ein Mann auf einer Bühne spielt Gitarre mit Leuchten im Hintergrund.
0,Four young kids playing with empty canisters., Vier kleine Kinder spielen mit leeren leeren Stühlen . ,Vier kleine Kinder spielen mit leeren Behältern.
0,A group of workers are listening to instruction from a colleague., Eine Gruppe von Arbeiter hört von  zu . ,Eine Gruppe von Arbeitern hört den Anweisungen eines Kollegen zu.
0,A shriner rides a large green tractor down the road during a parade., Ein  fährt einen großen Traktor auf einer  einen  . ,Ein Shriner fährt bei einer Parade auf einem großen grünen Traktor die Straße entlang.
0,Three dogs are playing in the water., Drei Hunde spielen im Wasser . ,Drei Hunde spielen im Wasser.
0,"A man plays a drum and a little boy hits his own, little drum.", Ein Mann spielt auf einer Trommel und schlägt einen kleinen Jungen mit seinem Schlagzeug . ,"Ein Mann schlägt die Trommel und ein kleiner Junge schlägt seine eigene, kleine Trommel."
0,A group of girls playing a game on horseback., Eine Gruppe Mädchen spielt ein Spiel auf dem Pferd . ,Eine Gruppe von Mädchen spielt ein Spiel zu Pferd.
0,A man watching as a woman fires a gun with a smile at a firing range., Ein Mann sieht einer Frau ein Gewehr an und  in einem Klassenzimmer  . ,"Ein Mann sieht zu, wie eine Frau an einem Schießstand lächelnd eine Pistole abfeuert."
0,The bike leader pedals for his life as competing countries gain his tail.," Der Fahrrad  für seinen Rettungswesten , wie er sein  wird , wie sein  seinem  “ ","Der führende Radfahrer strampelt um sein Leben, als konkurrierende Länder von hinten aufschließen."
0,A team of soccer players is huddled and having a serious discussion.," Eine  steht da , um mit  Gesicht  . ",Ein Team von Fußballspielern steht zusammengedrängt und hat eine ernsthafte Diskussion.
0,A group of people in purple shirts and tan pants all walking in the same direction.," Eine Gruppe von Menschen in lila Hemden und braunen Hosen , die in Richtung in Richtung Richtung schauen . ",Eine Gruppe von Menschen in lilafarbenen T-Shirts und hellbraunen Hosen geht gemeinsam in dieselbe Richtung.
0,A man in a bright shirt is playing trumpet., Ein Mann in einem hellen Hemd spielt Trompete . ,Ein Mann in einem bunten Hemd spielt auf einer Trompete.
0,The guy with the jean shorts is at the skate park doing tricks on his bike., Der Mann in Jeans und kurzer Jeans macht am Skatepark seinen Fahrrad Kunststücke . ,Der Typ mit den Jeansshorts macht im Skatepark ein paar Kunststücke auf seinem Fahrrad.
0,Mother and daughter wearing Alice in wonderland customs are posing for a picture.," Mutter und Tochter , die Tochter tragen  für ein Foto , posieren für ein Foto . ",Mutter und Tochter in Alice-im-Wunderland-Kostümen posieren für ein Foto.
0,A little boy using a drill to make a hole in a piece of wood.," Ein kleiner Junge benutzt eine  , um ein Loch in ein Stück Holz zu machen . ","Ein kleiner Junge verwendet einen Bohrer, um ein Loch in ein Holzstück zu machen."
0,Two bicyclists are racing each other on a dirt track., Zwei Radfahrer fahren auf einer unbefestigten Strecke entlang . ,Zwei Fahrradfahrer fahren auf einer unbefestigten Straße um die Wette.
0,A frisbee is being thrown to the girl while the other girl appears to be asking for it.," Ein Frisbee wird auf das Mädchen zu , das andere Mädchen scheint , um sie zu   kann . ","Dem Mädchen wird eine Frisbeescheibe zugeworfen, während das andere Mädchen darum zu bitten scheint."
0,"An orthodontist working on a patient, while a man holds the light.", Ein  arbeitet an einen Patienten und hält dabei die Hand . ,"Ein Kieferorthopäde arbeitet an einer Patientin, während ein Mann die Lampe hält."
0,Two people eat hamburgers on lawn chairs while a third drinks a can of soda.," Zwei Personen essen auf einer Wiese , während andere dabei eine dritte trinkt  zu trinken . ","Zwei Menschen essen Hamburger auf Gartenstühlen, während ein dritter eine Dose Limonade trinkt."
